First name;Sur name;Issue count;Date of birth
Elsie;Letsou;11;1981-09-10T00:00:00
Dulce;Smitt;16;2002-11-14T00:00:00
Caressa;Love;8;1928-04-29T00:00:00
Melodie;Argus;13;2018-01-11T00:00:00
Bobbi;Larochelle;0;1931-12-24T00:00:00
Amelia;Suanne;11;1933-10-29T00:00:00
Emelina;Peti;12;1970-01-04T00:00:00
Collen;Firmin;8;1950-10-11T00:00:00
Libbie;Socha;0;1948-02-23T00:00:00
Shell;Christal;0;1973-10-09T00:00:00
Jillayne;Alisia;0;1988-06-08T00:00:00
Corina;Brenn;1;1937-09-01T00:00:00
Edyth;Helve;3;1942-12-02T00:00:00
Blinni;Clara;18;1980-02-02T00:00:00
Dari;Shelba;0;1994-10-10T00:00:00
Jenilee;Hourigan;6;2002-03-16T00:00:00
Gerianna;Wiener;16;1959-01-06T00:00:00
Belva;Lane;0;1907-05-17T00:00:00
Karly;Clywd;0;1988-02-19T00:00:00
Sonni;Felecia;3;1979-09-11T00:00:00
Fina;Wyn;8;1961-05-16T00:00:00
Bee;Kesley;18;1962-10-16T00:00:00
Ingrid;Harned;0;2005-09-27T00:00:00
Tierney;Beebe;15;1935-10-11T00:00:00
Kathy;Olin;6;1975-04-28T00:00:00
Dacia;Wittie;6;2007-04-09T00:00:00
Kimmy;Arvo;7;1983-08-06T00:00:00
Max;Hoenack;13;1984-05-10T00:00:00
Renie;Ingra;6;1901-09-14T00:00:00
Jacenta;Trey;5;2014-05-23T00:00:00
Miquela;Dyche;4;2012-02-02T00:00:00
Edyth;Sikorski;7;1987-09-06T00:00:00
Lacie;Kirbee;10;1933-12-14T00:00:00
Margette;Gaulin;1;1978-08-06T00:00:00
Aimil;Kalinda;0;1990-03-24T00:00:00
Susette;Ambrosia;13;1949-04-04T00:00:00
Linet;Levey;15;1905-08-11T00:00:00
Cherilyn;Moseley;1;1956-09-24T00:00:00
Johna;Markman;11;2008-11-09T00:00:00
Rosaline;Glovsky;13;1933-03-12T00:00:00
Korrie;Wallis;15;1977-07-26T00:00:00
Loree;Kamaria;0;1915-03-31T00:00:00
Ivett;Therine;0;1957-07-28T00:00:00
Trudie;Daniele;10;1925-11-09T00:00:00
Nataline;Carlson;4;1963-09-25T00:00:00
Chere;Han;5;1981-11-23T00:00:00
Aaren;Old;1;1952-12-22T00:00:00
Vere;Laurianne;5;2018-04-15T00:00:00
Raf;Haldas;22;1970-12-13T00:00:00
Bee;Howlyn;13;1954-01-25T00:00:00
Nollie;Sothena;6;1973-02-04T00:00:00
Ricky;Klemperer;10;1977-01-08T00:00:00
Myriam;Telfer;3;1957-12-01T00:00:00
Sharai;Breed;17;1967-09-24T00:00:00
Mallory;Heisel;19;1994-04-24T00:00:00
Gaylene;Rossner;16;1953-02-15T00:00:00
Christal;Gabrielli;4;1981-04-21T00:00:00
Orsola;Sherfield;1;1967-02-03T00:00:00
Jan;Georas;7;2003-05-06T00:00:00
Elena;Zetta;0;1970-03-22T00:00:00
Amalie;Ulphia;7;1945-10-25T00:00:00
Kirbee;Fink;1;2005-07-08T00:00:00
Lilith;Ephrem;11;1961-05-05T00:00:00
Ann-Marie;Croix;11;1954-11-05T00:00:00
Nadine;Nisbet;6;1989-07-22T00:00:00
Gretal;Nisbet;4;1985-10-25T00:00:00
Tarra;McClimans;14;1922-03-31T00:00:00
Ann-Marie;Guildroy;15;1903-05-23T00:00:00
Cristine;Schonfeld;0;1914-04-30T00:00:00
Emilia;Hermes;3;1999-03-16T00:00:00
Ruthe;Kirbee;13;1951-02-06T00:00:00
Emelina;Callista;14;1970-05-05T00:00:00
Althea;Mehalek;8;1964-06-11T00:00:00
Wanda;Hanshaw;0;1962-04-28T00:00:00
Veda;Adlare;15;1927-05-14T00:00:00
Mildrid;Gahl;13;1911-10-14T00:00:00
Edyth;Marden;0;2014-01-25T00:00:00
Danny;Sharl;0;1945-05-02T00:00:00
Karina;Tristram;5;1956-01-23T00:00:00
Gertrud;Rolf;3;2019-01-13T00:00:00
Larine;Terencio;0;1961-07-29T00:00:00
Catrina;Kauppi;2;1953-04-24T00:00:00
Jan;Hartnett;10;1920-11-30T00:00:00
Norine;Georas;15;1945-01-04T00:00:00
Tori;Bonilla;0;1945-11-20T00:00:00
Candy;Burnside;12;1915-07-23T00:00:00
Betta;Barbey;8;1968-02-11T00:00:00
Jasmina;Genna;5;1904-02-08T00:00:00
Mildrid;Tufts;10;1901-01-31T00:00:00
Korrie;Hamil;17;1924-05-27T00:00:00
Cyb;Reneta;14;2004-06-04T00:00:00
Rhoda;Raul;6;2003-02-17T00:00:00
Kate;Maxi;11;1939-10-09T00:00:00
Ulrike;Pandolfi;0;1916-11-23T00:00:00
Isa;Weide;9;1959-02-18T00:00:00
Marylou;Carbo;17;1985-03-08T00:00:00
Jacenta;Mich;5;1917-10-10T00:00:00
Raf;Rossner;15;1979-12-12T00:00:00
Minne;Monaco;0;2015-08-20T00:00:00
Brena;Merriott;14;2016-04-01T00:00:00
Oona;Cutlerr;5;2006-08-22T00:00:00
Ayn;Quent;0;2016-02-21T00:00:00
Laure;Shirberg;16;1999-07-04T00:00:00
Albertina;Armanda;0;1963-04-01T00:00:00
Fernande;Emmy;0;1955-09-27T00:00:00
Nananne;Liebermann;0;2019-02-14T00:00:00
Nataline;Stelle;4;1947-10-11T00:00:00
Emylee;Halsey;14;1953-01-05T00:00:00
Dyann;Glovsky;4;1988-02-24T00:00:00
Debee;Erb;3;1972-03-26T00:00:00
Dede;Egbert;16;1978-02-09T00:00:00
Kirstin;Celestine;9;1951-11-24T00:00:00
Briney;Anton;12;1903-05-14T00:00:00
Orelia;Francyne;14;1932-03-22T00:00:00
Elena;Kylander;16;1979-05-29T00:00:00
Lorenza;McCTheon;14;1967-08-26T00:00:00
Basia;Arathorn;4;1978-05-02T00:00:00
Winifred;Eldrid;15;1930-08-27T00:00:00
Ardeen;Percy;18;1974-07-21T00:00:00
Edee;Merell;9;1917-08-14T00:00:00
Tera;Urania;15;1949-09-11T00:00:00
Trudie;Vary;1;1911-06-10T00:00:00
Shaine;Nunci;8;1936-01-26T00:00:00
Sherrie;Charity;0;1939-05-18T00:00:00
Briney;Cyrie;17;1994-01-31T00:00:00
Leanna;Daniele;15;1937-04-30T00:00:00
Basia;Othilia;15;1960-07-17T00:00:00
Merle;Hathaway;0;1983-05-21T00:00:00
Brena;Pernick;19;1982-05-13T00:00:00
Gilligan;Japeth;2;1939-06-11T00:00:00
Barbara;Stacy;6;1931-12-28T00:00:00
Mariele;Iiette;9;2005-07-31T00:00:00
Adele;Brady;10;1907-08-03T00:00:00
Lonnie;Sinegold;12;1931-02-18T00:00:00
Desirae;Karylin;4;1968-02-29T00:00:00
Eve;Bertold;16;1934-09-26T00:00:00
Benita;Ricki;0;1945-03-30T00:00:00
Karlee;Bohlin;11;1948-03-11T00:00:00
Emma;Carleen;13;1935-06-15T00:00:00
Tomasina;Nerita;12;2010-06-17T00:00:00
Brooks;Ailyn;0;1906-04-17T00:00:00
Yetty;Cleo;3;1947-08-10T00:00:00
Marylou;Nunci;3;1968-04-14T00:00:00
Minda;Edee;10;1901-10-16T00:00:00
Tera;Merell;10;1943-07-21T00:00:00
Kathi;Hepsibah;17;1979-09-27T00:00:00
Shandie;Erb;3;1925-12-13T00:00:00
Renie;Talia;13;1986-10-31T00:00:00
Lilith;Wittie;0;2001-08-30T00:00:00
Cyndie;Hortensia;14;1972-08-17T00:00:00
Joleen;Gahl;1;1979-01-20T00:00:00
Siana;Redmond;6;2006-02-17T00:00:00
Renae;Anton;12;2006-09-07T00:00:00
Lilith;Sawtelle;1;2002-11-10T00:00:00
Dorice;Doig;1;1941-10-05T00:00:00
Elfreda;Maribeth;1;1954-02-20T00:00:00
Kirstin;Kress;9;1926-06-04T00:00:00
Dale;Kelula;11;1926-11-11T00:00:00
Tomasina;Saint;5;1949-12-28T00:00:00
Carmencita;Saree;1;1964-07-20T00:00:00
Doro;Ludewig;4;1938-07-18T00:00:00
Peri;Howlyn;0;2018-04-08T00:00:00
Petronia;Standing;11;1958-11-16T00:00:00
Corly;Schroth;15;1954-07-14T00:00:00
Berta;Vernier;7;1926-01-27T00:00:00
Rayna;Harriman;13;1917-07-28T00:00:00
Dorothy;Douglass;8;1941-07-12T00:00:00
Grier;Bakerman;6;2013-05-11T00:00:00
Asia;Helfand;1;2010-09-16T00:00:00
Tarra;Ochs;6;1938-10-16T00:00:00
Eve;Cloris;9;1969-03-18T00:00:00
Annaliese;Chapland;17;1975-03-13T00:00:00
Hyacinthe;Raimondo;8;1927-11-03T00:00:00
Corly;Johnsson;13;1985-04-27T00:00:00
Jeanna;Leler;7;1925-09-22T00:00:00
Binny;Sholley;7;1910-02-11T00:00:00
Korrie;Wenoa;7;2019-05-05T00:00:00
Joleen;Wallis;17;1971-06-16T00:00:00
Shaylyn;Dimitris;0;1907-01-13T00:00:00
Maryellen;Deny;0;1990-07-05T00:00:00
Lory;Tybald;8;2015-09-18T00:00:00
Corry;Nicoline;8;1941-08-16T00:00:00
Chere;Milson;17;1932-10-15T00:00:00
Margalo;Goerke;14;1901-11-29T00:00:00
Misha;Malanie;6;2009-12-20T00:00:00
Alie;Valerio;6;1951-09-06T00:00:00
Lorie;Braun;20;2014-09-28T00:00:00
Katleen;Santoro;11;1910-05-05T00:00:00
Wendi;Emmaline;15;1968-03-05T00:00:00
Alia;Monaco;15;1933-09-18T00:00:00
Yvonne;Smitt;8;1967-10-06T00:00:00
Codie;Ade;15;1930-01-18T00:00:00
Dacia;Guthrie;8;1950-06-25T00:00:00
Berta;Talia;4;1976-12-12T00:00:00
Zia;Dermott;7;1933-10-12T00:00:00
Tressa;Gamaliel;0;1933-08-06T00:00:00
Jany;Kylander;15;1976-08-07T00:00:00
Christal;Marijo;17;1931-12-30T00:00:00
Lyssa;Ariella;19;1941-10-30T00:00:00
Elsie;Robertson;6;1978-08-14T00:00:00
Christy;Dulciana;11;1960-06-25T00:00:00
Rebeca;Leary;1;1906-06-10T00:00:00
Ayn;Noam;0;1912-07-23T00:00:00
Dorothy;Arvo;7;1946-08-11T00:00:00
Raina;Granoff;1;2003-03-23T00:00:00
Phylis;Creamer;11;1956-07-15T00:00:00
Concettina;Woodberry;3;1940-11-02T00:00:00
Penelopa;Vastah;2;2009-06-04T00:00:00
Nita;Janith;16;1974-04-18T00:00:00
Suzette;Latini;7;1942-07-25T00:00:00
Carmela;Elo;7;1906-01-22T00:00:00
Feliza;Stav;0;1964-05-30T00:00:00
Nessie;Alcott;7;1903-10-06T00:00:00
Emelina;Bury;4;1951-02-13T00:00:00
Karolina;Rosemary;0;2001-10-13T00:00:00
Malina;Solitta;15;1921-12-16T00:00:00
Sashenka;Genna;5;1942-12-12T00:00:00
Gianina;Anton;0;2012-01-31T00:00:00
Gabi;Dorothy;2;2018-10-06T00:00:00
Jasmina;Ezar;11;1968-11-23T00:00:00
Ada;Zuzana;4;1997-07-23T00:00:00
Mildrid;Pyle;13;1945-03-21T00:00:00
Rosene;Revkah;1;1935-02-17T00:00:00
Kylynn;Creamer;12;1948-09-05T00:00:00
Cristabel;Stover;16;1930-05-10T00:00:00
Andree;Christine;13;1979-09-08T00:00:00
Sybille;Mayeda;13;1920-07-29T00:00:00
Cindelyn;Camden;0;1919-01-14T00:00:00
Wileen;Ashely;9;1900-06-15T00:00:00
Brena;Darbie;10;1967-05-12T00:00:00
Bettine;Daegal;12;1999-11-07T00:00:00
Millie;Adrienne;6;1991-03-24T00:00:00
Philis;Harriman;16;1901-03-24T00:00:00
Marline;Doig;5;1915-08-10T00:00:00
Nikki;Mitzi;15;1953-07-13T00:00:00
Genovera;Bertold;14;1905-09-29T00:00:00
Almeta;Sasnett;6;2006-08-27T00:00:00
Leia;Gilmour;6;1908-07-05T00:00:00
Willetta;Joachim;7;1928-12-15T00:00:00
Eugine;Sinegold;17;1937-04-27T00:00:00
Gilda;Ambrosia;7;1932-04-26T00:00:00
Hollie;Nickola;0;2010-11-23T00:00:00
Wileen;Klotz;0;1902-02-14T00:00:00
Viviene;Concha;5;1967-10-29T00:00:00
Hettie;Nester;11;1936-11-01T00:00:00
Georgetta;Isidore;8;1913-07-28T00:00:00
Meg;Goth;11;1969-03-17T00:00:00
Winifred;Revkah;1;1927-07-05T00:00:00
Maryellen;Lubin;0;1951-09-10T00:00:00
Taffy;Noelyn;19;1983-06-23T00:00:00
Robinia;Rozanna;0;1918-05-15T00:00:00
Drucie;Reinke;9;2009-03-09T00:00:00
Maridel;Jess;3;1950-10-13T00:00:00
Marguerite;Norrie;15;1967-05-05T00:00:00
Eugine;Edvard;12;1908-12-17T00:00:00
Blake;Roxanna;6;1997-08-29T00:00:00
Danika;Zamora;13;1936-06-18T00:00:00
Shaylyn;Konyn;4;1916-12-15T00:00:00
Cherrita;Miru;9;1996-09-19T00:00:00
Annora;Maroney;0;2001-10-19T00:00:00
Phylis;Vittoria;7;1961-03-11T00:00:00
Jaclyn;Cosenza;9;1997-05-08T00:00:00
Ezmeralda;Helfand;4;2014-11-28T00:00:00
Maurene;Birdella;0;1929-11-29T00:00:00
Christy;Waldron;3;1949-02-19T00:00:00
Rivalee;Goerke;0;1939-10-08T00:00:00
Florie;Pillsbury;6;1915-05-19T00:00:00
Olivette;Jeanne;11;1988-09-23T00:00:00
Johna;Zina;9;1954-10-26T00:00:00
Rebeca;Odell;6;1981-02-13T00:00:00
Alameda;Rosemary;1;2002-05-11T00:00:00
Constance;Weitman;3;2010-09-29T00:00:00
Silvana;Emanuel;0;1958-05-09T00:00:00
Wilma;Hermes;7;1903-06-05T00:00:00
Amalie;Whittaker;8;1996-10-30T00:00:00
Teddie;Shirberg;3;2017-02-22T00:00:00
Mamie;Christal;0;1910-10-20T00:00:00
Janeczka;Isidore;16;2006-02-19T00:00:00
Ebonee;Mich;1;1937-06-29T00:00:00
Valeda;Seessel;2;2003-05-26T00:00:00
Lusa;Killigrew;7;1906-06-09T00:00:00
Donnie;Nunci;7;1983-06-12T00:00:00
Collen;Naashom;12;2014-10-23T00:00:00
Wileen;Sigfrid;5;1921-09-25T00:00:00
Darci;Jacobah;10;2009-03-14T00:00:00
Viki;Maxi;13;1982-09-18T00:00:00
Di;Koehler;4;1995-04-30T00:00:00
Jillayne;Carlson;4;1932-03-20T00:00:00
Annora;Bronk;8;2001-06-20T00:00:00
Karlee;Astra;16;1947-07-20T00:00:00
Shandie;Gladstone;6;1943-03-13T00:00:00
Lyssa;Moina;6;2004-11-07T00:00:00
Wynne;Egbert;8;1973-03-07T00:00:00
Babita;Agle;12;1962-08-09T00:00:00
Merci;Plato;13;1913-03-09T00:00:00
Janey;Amadas;13;2003-01-22T00:00:00
Viviene;Chem;6;1945-09-28T00:00:00
Noelle;Kevon;12;1991-09-29T00:00:00
Kirbee;Lattie;4;2015-10-23T00:00:00
Dione;Stephie;7;1922-06-28T00:00:00
Stevana;Chabot;7;1950-11-13T00:00:00
Nicoli;Kress;4;1998-11-22T00:00:00
Neila;Heisel;10;1905-08-11T00:00:00
Emilia;Lowry;8;1955-12-13T00:00:00
Imojean;Sprage;3;2017-11-27T00:00:00
Isa;Bonucci;7;1931-09-13T00:00:00
Mady;Publia;15;1987-10-07T00:00:00
Madeleine;Westphal;4;1973-11-22T00:00:00
Joleen;Niccolo;3;1945-11-05T00:00:00
Mildrid;Leopold;3;1972-12-29T00:00:00
Libbie;Emmaline;2;1917-03-10T00:00:00
Misha;Silvan;4;1960-09-13T00:00:00
Melanie;Madox;4;1999-03-18T00:00:00
Jinny;Dawkins;16;1966-04-25T00:00:00
Anallese;Middleton;16;1929-02-15T00:00:00
Pollyanna;Edvard;6;2015-07-03T00:00:00
Marita;Bonilla;0;1977-01-15T00:00:00
Amii;Eldrid;1;1950-11-25T00:00:00
Adele;Carbo;1;1907-07-09T00:00:00
Merrie;Annabella;16;1963-01-22T00:00:00
Linzy;Lauraine;5;1925-07-29T00:00:00
Deedee;Ivens;11;1972-11-30T00:00:00
Selia;Wyn;12;1957-10-04T00:00:00
Tracey;Parsaye;9;1930-07-07T00:00:00
Marguerite;Sibyls;4;1936-05-08T00:00:00
Mallory;Francyne;10;1984-10-02T00:00:00
Sheelagh;Dituri;12;1955-08-06T00:00:00
Candi;Cristi;4;1992-10-03T00:00:00
Maye;Morehouse;8;2015-08-29T00:00:00
Nonnah;Shelba;10;1969-05-31T00:00:00
Vanessa;Timon;12;1996-08-10T00:00:00
Tonia;Kronfeld;20;1945-10-18T00:00:00
Sabina;Wyn;0;1902-07-16T00:00:00
Chastity;Fax;14;1944-01-03T00:00:00
Meg;Kunin;1;2010-09-12T00:00:00
Nickie;Stacy;16;1903-10-18T00:00:00
Marcy;Couture;8;1914-04-18T00:00:00
Codie;Tiffa;4;1962-05-13T00:00:00
Mallory;Edmund;14;2009-01-14T00:00:00
Dagmar;Howlyn;12;1980-09-12T00:00:00
Karolina;Angelis;7;1995-08-10T00:00:00
Glynnis;Kaja;0;2008-06-03T00:00:00
Rosene;Firmin;3;1960-01-07T00:00:00
Yetty;Khorma;8;1924-05-31T00:00:00
Alisha;Olympium;14;1945-01-30T00:00:00
Clo;Kunin;1;1990-12-24T00:00:00
Desirae;Halla;0;1905-04-10T00:00:00
Bernardine;Suzetta;18;1943-12-02T00:00:00
Rivalee;Vastah;8;1963-03-30T00:00:00
Gisela;Guildroy;16;1954-02-05T00:00:00
Sharlene;Darbie;10;1950-01-21T00:00:00
Jillayne;Raseda;9;1936-06-17T00:00:00
Jennica;Hartnett;0;1902-06-08T00:00:00
Susan;Magnolia;7;1959-10-24T00:00:00
Kathy;Bennie;7;1913-10-28T00:00:00
Janis;Turne;10;1906-04-23T00:00:00
Alejandra;Gaynor;9;2015-10-08T00:00:00
Wilma;Duwalt;0;1922-06-29T00:00:00
Norine;Afton;12;1922-03-05T00:00:00
Ivett;Tufts;7;1916-06-24T00:00:00
Ursulina;Thad;1;1938-07-24T00:00:00
Bernardine;Merell;14;2004-12-02T00:00:00
Fredericka;Faso;4;1968-06-29T00:00:00
Xylina;Cavan;9;1975-09-08T00:00:00
Giustina;Gilbertson;0;1995-09-16T00:00:00
Judy;Gamaliel;14;1996-02-07T00:00:00
Jessy;Gabrielli;15;1903-07-30T00:00:00
Fred;Gerge;3;2011-01-12T00:00:00
Flory;Chaing;6;1951-11-08T00:00:00
Annice;Garrison;10;1991-06-01T00:00:00
Nerta;Annabella;0;1963-06-18T00:00:00
Sharai;Neva;12;1971-08-11T00:00:00
Robbi;Jenness;19;1950-06-05T00:00:00
Bee;Monaco;16;1971-07-05T00:00:00
Ginnie;Hewitt;18;1948-12-31T00:00:00
Elbertina;Thar;5;2016-01-13T00:00:00
Yvonne;Koziara;5;2000-08-24T00:00:00
Gilligan;Kaete;17;1972-10-01T00:00:00
Tera;Urania;17;1964-12-05T00:00:00
Caressa;Aloise;0;1917-10-11T00:00:00
Tami;Haerr;9;2016-04-29T00:00:00
Nyssa;Publia;19;2012-12-07T00:00:00
Chastity;Melan;0;1984-10-22T00:00:00
Lesly;Cullin;6;1988-07-30T00:00:00
Edyth;Wenda;10;1910-07-12T00:00:00
Ethel;Stelle;18;1938-11-21T00:00:00
Neila;Geffner;11;1911-05-03T00:00:00
Correy;Myrilla;6;1972-05-02T00:00:00
Beverley;Demitria;8;1957-06-28T00:00:00
Aili;Brenn;0;1990-09-23T00:00:00
Nelle;Amethist;0;1924-09-27T00:00:00
Zondra;Rhu;2;1904-04-14T00:00:00
Aeriela;Girardo;17;1922-03-25T00:00:00
Dorothy;Screens;3;1936-02-26T00:00:00
Kylynn;Luhe;3;1994-01-19T00:00:00
Jean;Naashom;17;1944-02-26T00:00:00
Barbi;Wenda;6;1973-04-27T00:00:00
Gertrud;Montgomery;19;1903-10-14T00:00:00
Clo;Lissi;14;1954-08-20T00:00:00
Rosanne;Romelda;18;1928-07-04T00:00:00
Sheelagh;Greenwald;8;2004-04-18T00:00:00
Eve;Egbert;10;1900-12-05T00:00:00
Lenna;Pacorro;8;1982-10-15T00:00:00
Esmeralda;Quinn;14;1974-01-18T00:00:00
Vanessa;Fosque;14;1938-08-20T00:00:00
Maisey;Albertine;15;1905-05-03T00:00:00
Felice;Holbrook;11;1982-09-22T00:00:00
Ann-Marie;Adore;4;1967-07-13T00:00:00
Maridel;Rocray;1;2013-04-05T00:00:00
Dolli;Yuille;14;1920-03-18T00:00:00
Corly;Estella;4;1928-07-25T00:00:00
Fred;Abernon;14;1992-01-07T00:00:00
Myrtice;Faust;15;1924-12-14T00:00:00
Dagmar;Seessel;15;1981-04-27T00:00:00
Nerta;Myrilla;8;1958-03-03T00:00:00
Rivalee;Frendel;10;2011-07-24T00:00:00
Annabela;Dosia;3;1943-08-28T00:00:00
Lory;Demitria;11;1968-04-14T00:00:00
Jordan;Zina;11;1903-12-17T00:00:00
Ottilie;Yate;9;1919-05-01T00:00:00
Thalia;Hourigan;15;1966-04-03T00:00:00
Clary;Iiette;9;2019-07-11T00:00:00
Kittie;Soneson;13;2017-01-09T00:00:00
Tybie;Bow;4;1979-05-18T00:00:00
Roslyn;Sammons;12;1944-08-31T00:00:00
Dari;Lasley;7;1929-02-11T00:00:00
Sheelagh;Claudine;0;1993-11-30T00:00:00
Cacilie;Chaing;0;1957-10-14T00:00:00
Laure;Avi;6;1986-06-06T00:00:00
Concettina;Ethban;6;1970-10-30T00:00:00
Paola;Martguerita;0;1982-02-03T00:00:00
Fanchon;Skurnik;3;1985-01-18T00:00:00
Mara;Ranjiv;8;1976-07-11T00:00:00
Chickie;Shields;5;1971-01-10T00:00:00
Britte;Martguerita;14;2016-01-23T00:00:00
Orsola;Bennie;17;1987-08-08T00:00:00
Margette;Kirstin;15;1909-12-27T00:00:00
Cindelyn;Albertine;12;1918-02-22T00:00:00
Celestyna;Ciapas;0;2000-01-01T00:00:00
Barbara;Hortensia;5;1951-07-11T00:00:00
Ericka;Francyne;7;1924-02-16T00:00:00
Orelia;Ortrude;16;1944-01-09T00:00:00
Elbertina;Wiener;0;2006-11-11T00:00:00
Nannie;Charmine;1;1931-07-30T00:00:00
Chickie;Sundin;0;2003-11-01T00:00:00
Brena;Dulciana;1;1943-09-29T00:00:00
Elbertina;McNully;5;1912-03-22T00:00:00
Rhoda;Lareena;11;1961-07-02T00:00:00
Gianina;Dituri;1;1921-01-24T00:00:00
Natka;Hepsibah;9;1924-06-11T00:00:00
Bernardine;Rocray;0;1970-05-14T00:00:00
Kristina;Fulmer;0;2002-07-11T00:00:00
Cassandra;Lacombe;15;2007-04-18T00:00:00
Nataline;Magdalen;12;2008-07-19T00:00:00
Philis;Poppy;8;1998-01-12T00:00:00
Corene;Therine;14;1978-02-19T00:00:00
Tersina;Ehrman;18;1904-12-28T00:00:00
Lynnea;Pozzy;13;2009-11-23T00:00:00
Rebeca;Gibbeon;9;1974-01-29T00:00:00
Modestia;Brackely;4;1976-02-05T00:00:00
Raf;Chandler;1;1904-09-06T00:00:00
Glenda;Chobot;15;1971-06-30T00:00:00
Katuscha;Stephie;14;2017-03-03T00:00:00
Ruthe;Diogenes;1;1924-08-13T00:00:00
Alia;Gabrielli;1;1966-08-25T00:00:00
Ariela;Sammons;11;1936-04-23T00:00:00
Agnese;Riva;8;2008-02-10T00:00:00
Fayre;Tufts;0;1956-10-30T00:00:00
Ilse;Berriman;12;2012-02-02T00:00:00
Charissa;Sancho;0;1969-09-01T00:00:00
Cassandra;Briney;1;1900-04-25T00:00:00
Kristan;Buffum;8;1948-08-26T00:00:00
Consuela;Campball;0;1986-08-21T00:00:00
Marline;Azeria;0;2000-08-17T00:00:00
Jany;Bohlin;15;1947-01-14T00:00:00
Marnia;Campball;11;2016-02-07T00:00:00
Brandise;Rubie;5;1961-06-30T00:00:00
Katleen;Idelia;10;1939-03-30T00:00:00
Patricia;Gwenore;9;1941-04-09T00:00:00
Margalo;Suzetta;12;1983-06-25T00:00:00
Hermione;Mallon;17;1909-10-19T00:00:00
Cecile;Odell;13;1912-03-31T00:00:00
Joelly;Madelene;15;1985-07-05T00:00:00
Helsa;Geffner;0;1956-01-20T00:00:00
Valera;Jillane;14;1924-04-11T00:00:00
Tarra;Reidar;4;1962-02-03T00:00:00
Kimmy;Sundin;8;2004-08-03T00:00:00
Margalo;Alisia;12;1944-05-07T00:00:00
Meghann;Michella;0;1983-10-04T00:00:00
Zsa Zsa;Louanna;0;1949-10-19T00:00:00
Ayn;Toni;15;1962-03-27T00:00:00
Edyth;Gilmour;0;1996-04-30T00:00:00
Dulcinea;Seumas;14;1980-02-02T00:00:00
Carol-Jean;Tjon;3;1917-06-20T00:00:00
Anallese;Sothena;7;1909-09-07T00:00:00
Cathie;Brittani;2;2009-09-05T00:00:00
Elbertina;Annabella;0;1926-04-26T00:00:00
Marti;Goldina;1;1956-08-10T00:00:00
Merry;Hanshaw;0;1911-05-05T00:00:00
Gratia;Bobbee;13;1918-06-25T00:00:00
Teriann;Lytton;2;1954-11-04T00:00:00
Arabel;Gabrielli;1;1947-03-12T00:00:00
Blinni;Havens;3;1908-06-23T00:00:00
Jacquetta;Evvie;10;1912-01-22T00:00:00
Chloris;Eiser;1;1912-11-29T00:00:00
Rivalee;Thilda;8;1973-11-12T00:00:00
Deloria;Abram;11;1912-11-06T00:00:00
Layla;Chem;2;1912-10-29T00:00:00
Wynne;Florina;0;1937-03-23T00:00:00
Alameda;Kannry;10;2007-07-29T00:00:00
Kamilah;Grobe;11;1958-06-05T00:00:00
Frances;Lemuela;4;1933-11-16T00:00:00
Jacquetta;Vale;4;1933-03-02T00:00:00
Donnie;Audly;8;1906-02-13T00:00:00
Atlanta;Tybald;8;1991-01-09T00:00:00
Benita;Ax;5;1979-05-27T00:00:00
Berget;Shaver;12;1905-12-26T00:00:00
Hollie;Kussell;7;2015-02-27T00:00:00
Babita;Tayib;0;1915-01-13T00:00:00
Tobe;Dash;11;1968-02-27T00:00:00
Fernande;Maryanne;7;1923-05-29T00:00:00
Blondelle;Huggins;2;2013-05-29T00:00:00
Lonnie;Munn;0;2013-06-11T00:00:00
Gusella;Weaks;5;1961-09-09T00:00:00
Petronia;Bigner;10;1946-09-16T00:00:00
Verla;Wandie;5;1967-04-02T00:00:00
Jan;Swigart;14;1974-04-01T00:00:00
Orelia;Cosenza;10;2013-11-13T00:00:00
Annecorinne;Carey;0;1966-03-08T00:00:00
Chastity;Burkle;5;1991-08-23T00:00:00
Demetris;Elsinore;11;1978-10-21T00:00:00
Lilith;Fiester;18;2001-01-21T00:00:00
Ebonee;Carey;3;1955-02-24T00:00:00
Aurelie;Fennessy;12;1990-09-15T00:00:00
Chickie;Zaslow;14;1912-04-15T00:00:00
Amalie;Cassius;16;2003-07-17T00:00:00
Carlie;Kellby;4;1973-04-26T00:00:00
Sharlene;Stefa;7;1941-07-31T00:00:00
Verla;Swigart;6;1986-03-10T00:00:00
Catharine;Autrey;16;1981-03-27T00:00:00
Rayna;Germann;7;1918-08-12T00:00:00
Zondra;Schenck;10;1916-11-29T00:00:00
Nessie;Klemperer;12;1933-07-26T00:00:00
Kellen;Yoko;8;1973-11-13T00:00:00
Sharlene;Thomasina;14;1926-11-27T00:00:00
Berta;Lipson;6;1995-03-12T00:00:00
Dyann;Breed;5;2019-08-10T00:00:00
Joy;Roumell;5;1945-03-12T00:00:00
Paulita;Iaverne;11;1968-03-26T00:00:00
Latisha;Cloris;8;1958-12-03T00:00:00
Larine;Faria;12;1918-02-14T00:00:00
Marnia;Anestassia;6;1971-07-27T00:00:00
Bill;Wilkinson;11;2002-07-13T00:00:00
Ernesta;Cleavland;15;1959-02-12T00:00:00
Janeczka;Ries;9;1918-09-14T00:00:00
Rozele;Sandye;5;1976-01-27T00:00:00
Monika;Fontana;16;1960-02-19T00:00:00
